index	*ID	version	disabled	spawnable	disableChronicle	DropConditionCalc	firstLadderSeason	lastLadderSeason	rarity	nolimit	lvl	lvl req	code	*ItemName	carry1	cost mult	cost add	chrtransform	invtransform	flippyfile	invfile	dropsound	dropsfxframe	usesound	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	prop10	par10	min10	max10	prop11	par11	min11	max11	prop12	par12	min12	max12	diablocloneweight	*eol
SetAngelical Raiment	766	100			1				1	1	225	36	rin	Angelical Raiment											res-all	0	25	25	half-freeze	0	1	1	mag%	0	40	40	regen-mana		8	8	dex		10	10	mana		50	50																										0
SetArctic Gear	767	100			1				1	1	225	6	rin	Arctic Gear											dmg-cold/lvl	16			cold-len	0	100	100	nofreeze	0	1	1	str		5	5	hp		50	50																														0
SetArcanna's Tricks	768	100			1				1	1	225	45	rin	Arcanna's Tricks											cast3	0	20	20	manasteal	0	5	5	mana	0	25	25	allskills		0	1	mana		50	50	hp		50	50	regen-mana		12	12																						0
SetNatalya's Odium	769	100			1				1	1	225	210	rin	Natalya's Odium	1112										res-all		25	50	ass		0	3	ac		350	350	lifesteal		14	14	manasteal		14	14	red-dmg%		1	10	fade		1	1	red-mag		15	15	res-pois		20	20														0
SetAldur's Watchtower	770	100			1				1	1	225	210	rin	Aldur's Watchtower	1113										res-all		25	50	dru		0	3	ac		150	150	manasteal		10	10	mana		150	150	dmg%		350	350	state	fullsetgeneric	1	1	att%		150	150	mag%		50	50	lifesteal		10	10										0
SetImmortal King	771	100			1				1	1	225	210	rin	Immortal King	1114										res-all		25	50	bar		0	3	hp		150	150	red-mag		10	10	state	fullsetgeneric	1	1	att		450	450																										0
SetTal Rasha's Wrappings	772	100			1				1	1	225	210	rin	Tal Rasha's Wrappings	1115										res-all		25	50	sor		0	3	ac		150	150	hp		150	150	ac-miss		50	50	state	fullsetgeneric	1	1	regen		10	10	mag%		65	65	balance2		25	25														0
SetGriswold's Legacy	773	100			1				1	1	225	210	rin	Griswold's Legacy	1116										res-all		25	50	pal		0	3	att		200	200	hp		150	150	state	fullsetgeneric	1	1	balance2		30	30	str		20	20																						0
SetTrang-Oul's Avatar	774	100			1				1	1	225	210	rin	Trang-Oul's Avatar	1117										res-all		25	50	nec		0	3	mana		100	100	ac		200	200	state	monsterset	1	1	regen-mana		60	60	lifesteal		20	20	oskill	Fire Ball	18	18	oskill	Fire Wall	13	13	oskill	Meteor	10	10										0
SetM'avina's Battle Hymn	775	100			1				1	1	225	210	rin	M'avina's Battle Hymn	1118										res-all		25	50	ama		0	3	ac		100	100	att		100	100	mag%		100	100	state	fullsetgeneric	1	1	str		20	20	dex		30	30																		0
SetThe Disciple	776	100			1				1	1	225	210	rin	The Disciple	1119										res-all		25	50	allskills		0	2	mana		100	100	ac		150	150	dmg-pois	75	75	75	str		10	10	dex		10	10																						0
SetHeaven's Brethren	777	100			1				1	1	225	210	rin	Heaven's Brethren	1120										res-all		25	50	allskills		0	2	nofreeze		1	1	light		5	5	red-dmg%		1	10	lifesteal		10	10	regen		30	30	dmg-fire/lvl	24																				0
SetOrphan's Call	778	100			1				1	1	225	126	rin	Orphan's Call											hp		25	50	dex		10	10	str		20	20	ac		200	200	res-all		15	15	mag%	0	80	80	hp		35	35	thorns		5	5																		0
SetHwanin's Majesty	779	100			1				1	1	225	210	rin	Hwanin's Majesty	1121										allskills		0	2	lifesteal		20	20	move3		30	30	res-all		30	30	ac		100	100	ac		200	200																										0
SetSazabi's Grand Tribute	780	100			1				1	1	225	210	rin	Sazabi's Grand Tribute											res-all		15	30	lifesteal		15	15	hp%		1	27	allskills		0	1	red-dmg%		1	10	move3		40	40	res-pois-len		75	75																						0
SetBul-Kathos' Children	781	100			1				1	1	225	210	rin	Bul-Kathos' Children	1122										dmg-fire		200	200	allskills		0	2	att		200	200	ac		200	200	dmg-undead		200	200	dmg-demon		200	200	lifesteal		10	10	deadly		20	20																		0
SetCow King's Leathers	782	100			1				1	1	225	75	rin	Cow King's Leathers											stam		100	100	str		20	20	gold%		100	100	mag%		100	100	gethit-skill	42	25	5	swing3		30	30	hp		100	100	allskills		0	1	res-pois		25	25	ac		100	100										0
SetNaj's Ancient Set	783	100			1				1	1	225	84	rin	Naj's Ancient Set											allskills		0	1	regen		20	20	dex		15	15	res-all		50	50	str		20	20	mana		100	100	fireskill		2	2	hp%		12	12	ac		175	175	mag%/lvl	12												0
SetMcAuley's Folly	784	100			1				1	1	225	84	rin	McAuley's Folly											allskills		0	1	mag%		50	50	mana		50	50	lifesteal		4	4	ac		50	50																														0
SetDestroyed Diablo	785	100			1				1	1	225	210	rin	Destroyed Diablo	1123										res-all		30	65	allskills		0	3	ac%		150	150	red-dmg%		1	10	oskill	DiabLight	1	1	oskill	DiabFire	30	30	oskill	Teleport	1	1																						0
SetWarlord's Glory	786	100			1				1	1	225	54	rin	Warlord's Honor											allskills		0	1	aura	Meditation	10	10	red-dmg	0	9	9	res-fire	0	15	15	mana		20	20				15																										0
SetBane's Garments	787	100			1				1	1	225	162	rin	Bane's Garments											allskills		0	1	dex		15	15	cast1		25	25	mag%		40	40																																		0
SetHorazon's Splendor	788	100			1				1	1	225	210	rin	Horazon's Splendor	1124										res-all		50	50	war		0	3	dmg%		350	350	mag%		100	100	oskill	Enchant	30	30	state	fullsetgeneric	1	1																										0
minipokemondex	789	100		1					1	1	1	1	mkd	mini pokedex		5	5000								ilvlx		20	20																																														0
minidollbox	790	100		1					1	1	1	1	mol	mini doll bag		5	5000																																																									0
farting	791	100		1					5		255	225	gps	Rancid Gas Potion				lred		invgpl	invfar1	item_herb			allskills		1	2	oskill	Throwing Mastery	0	1	oskill	Double Throw	0	1	swing2		20	20	pierce-pois		1	5	hit-skill	Lower Resist	2	10	rep-quant	10																								0
claymore	792	100		1					5		255	225	ops	Oil Potion				lred		invopl	invcla1	item_platearmor			allskills		1	2	oskill	Throwing Mastery	0	1	oskill	Double Throw	0	1	swing2		20	20	pierce-fire		1	5	hit-skill	Lower Resist	2	10	rep-quant	10																								0
Ryumir	793	100		1					1		320	245	7wn	Polished Wand		5	5000	blac		flpwnd	inv7wn				allskills		1	2	nec		0	2	dmg%		11	111	dmg/lvl	11			pierce-dmg		1	11	lifesteal		11	11	swing3		11	111	slow		11	11	hp%		11	11	hit-skill	Amplify Damage	5	7	sock		1	2	ilvlx		20	20		0
Developer Hatman	794	100		1					1		320	245	6ls	Stalagmite		5	5000	blac		flplst	inv6ls				allskills		1	3	dru		0	2	dmg		300	400	dmg/lvl	28			swing3		30	30	red-dmg%		20	30	hp%		10	20	indestruct		0	1	ac/lvl	40			lifesteal		10	50	sock		1	4	ilvlx		20	20		0
Sad melody	795	100		1					1		320	245	amc	Grand Matron Bow		5	5000	blac		flpam2	invamc				ama		1	3	skilltab	0	1	3	dmg%		250	300	dmg/lvl	22			pierce-dmg		5	10	slow		20	20	knock		1	1	ac-miss		80	80	reduce-ac		45	45	hit-skill	Amplify Damage	3	7	sock		1	3	ilvlx		20	20		0
Min Papa	796	100		1					1		320	245	obe	Vortex Orb		5	5000	blac		flpob4	invobe				allskills		1	2	sor		0	2	cast2		40	40	skill	65	1	3	skill	61	1	3	skill	63	1	3	mana%		20	20	regen-mana		50	50	res-all		45	45	enr		20	20	sock		1	2	ilvlx		20	20		0
Flying Snail	797	100		1					1		320	245	7fc	Hydra Edge		5	5000	blac		flpflc	inv7fc				allskills		1	3	deadly		20	50	dmg%		300	450	dmg		80	150	swing3		20	20	hp%		10	15	hp/lvl	12			slow		30	30	dmg/lvl	12							sock		1	3	ilvlx		20	20		0
Drop the Purple	798	100		1					1		320	245	7bs	Conquest Sword		5	5000	blac		flpbsd	inv7bs				allskills		1	2	bar		0	2	dmg%		200	400	dmg		100	300	lifesteal		3	3	pierce		75	75	swing3		40	40	att/lvl	16			reduce-ac		60	60	mag%		200	200	sock		1	3	ilvlx		20	20		0
Repingping Up	799	100		1					1		320	245	7ja	Hyperion Javelin		5	5000	blac		flpjav	inv7ja				allskills		1	2	res-cold/lvl	8			res-ltng/lvl	8			gold%/lvl	10			mag%/lvl	5			all-pierce		5	10	lifesteal		8	8	oskill	Throwing Mastery	0	1	ac-miss		150	150					sock		1	3	ilvlx		20	20		0
The Great Gatsby	800	100		1					1		320	245	7qs	Seraph Rod		5	5000	blac		flpgsc	inv7qs				allskills		1	3	pal		0	2	cast2		30	30	dmg%		270	350	oskill	Enchant	0	1	oskill	Fade	0	1	pierce-mag		15	15	all-stats		15	15	dmg/lvl	18			regen		20	100	sock		1	3	ilvlx		20	20		0
Hairy Mindori	801	100		1					1		320	245	6mx	Gorgon Crossbow		5	5000	blac		flpmxb	inv6mx				allskills		1	2	res-fire/lvl	8			res-cold/lvl	8			dmg%		150	400	ac-miss		200	200	noheal		1	1	vit		30	30	aura	109	5	5	pierce-fire		10	20	pierce-cold		10	20	sock		1	4	ilvlx		20	20		0
Namgung Clan Blue	802	100		1					1		320	245	7qr	Scissors Suwayyah		5	5000	blac		flpskr	inv7qr				allskills		1	2	ass		0	2	dmg/lvl	18			dmg%		300	340	dmg		100	200	pierce-dmg		5	10	oskill	Whirlwind	0	1	str		20	20	dex		20	20	thorns		50	100	sock		1	3	ilvlx		20	20		0
Nipple Dragon	803	100		1					5		123	123	7wn	Polished Wand		5	5000	lred	lred	flpwnd	invwnd				allskills		0	1	dmg%		11	11	pierce-dmg		5	5	lifesteal		5	5	swing3		11	11	slow		1	1	hp%		1	1	hit-skill	Amplify Damage	5	4									sock		0	2	ilvlx		20	20		0
Why is this working well	804	100		1					5		147	147	6ls	Stalagmite		5	5000	lred	lred	flplst	invlst				allskills		0	1	dmg		50	50	swing3		15	15	red-dmg%		10	10	hp%		5	5	ac/lvl	5			lifesteal		5	5													sock		0	2	ilvlx		20	20		0
Whining melody	805	100		1					5		174	174	amc	Grand Matron Bow		5	5000	lred	lred	flpam2	invam2				ama		0	1	skilltab	0	0	1	dmg%		100	150	pierce-dmg		1	5	slow		10	10	knock		1	1	ac-miss		40	40	reduce-ac		10	10									sock		0	2	ilvlx		20	20		0
Mama Oooh	806	100		1					5		189	189	obe	Vortex Orb		5	5000	lred	lred	flpob4	invob4				allskills		0	1	cast2		10	10	skill	65	0	1	skill	61	0	1	skill	63	0	1	mana%		10	10	regen-mana		20	20	enr		10	10									sock		0	2	ilvlx		20	20		0
Stir fried whelk	807	100		1					5		153	153	7fc	Hydra Edge		5	5000	lred	lred	flpflc	invflc				allskills		0	1	deadly		10	20	dmg%		150	200	dmg		40	40	swing3		10	10	hp%		10	10	hp/lvl	3			slow		10	10									sock		0	2	ilvlx		20	20		0
Oh Purple Row	808	100		1					5		174	174	7bs	Conquest Sword		5	5000	lred	lred	flpbsd	invbsd				allskills		0	1	dmg%		100	200	dmg		50	50	lifesteal		3	3	pierce		20	20	swing3		20	20	att/lvl	4			reduce-ac		60	60	mag%		100	100					sock		0	2	ilvlx		20	20		0
Rezzingzzing Down	809	100		1					5		120	120	7ja	Hyperion Javelin		5	5000	lred	lred	flpjav	invjav				allskills		0	1	gold%/lvl	1			mag%/lvl	1			all-pierce		5	5	lifesteal		4	4	ac-miss		50	50																	sock		0	2	ilvlx		20	20		0
Zzam Tiger	810	100		1					5		171	171	7qs	Seraph Rod		5	5000	lred	lred	flpgsc	invgsc				allskills		0	1	cast2		30	30	dmg%		100	150	pierce-mag		5	5	all-stats		5	5	regen		20	20																	sock		0	2	ilvlx		20	20		0
Hairless Mindori	811	100		1					5		150	150	6mx	Gorgon Crossbow		5	5000	lred	lred	flpmxb	invmxb				allskills		0	1	res-fire/lvl	2			res-cold/lvl	2			dmg%		100	200	ac-miss		50	50	noheal		1	1	vit		10	10	pierce-fire		5	5	pierce-cold		5	5					sock		0	2	ilvlx		20	20		0
Don't like men's hips	812	100		1					5		192	192	7qr	Scissors Suwayyah		5	5000	lred	lred	flpskr	invskr				allskills		0	1	dmg%		150	200	pierce-dmg		5	5	thorns		10	10	str		20	20	dex		10	10																	sock		0	2	ilvlx		20	20		0
Meelebuff	813	100		1					1	1	1	1	c7m	charm	1125	3	5000			flpgsw	invmbuf	item_gem	12	item_gem	hit-skill	Meele buff	100	1	oskill	Townportal O Skill	1	1																																										0
Warlock Class Pack																																																																										0
Ars Al'Diablolos	814	100		1					1		255	240	waf	blasphemous grimoire		5	5000	cred	cred		invbbb				skilltab	23	2	2	gethit-skill	Terror	15	1	cast1		25	25	ac%		170	200	extra-fire		15	25	light		5	10	mana-kill		5	10	res-fire		20	30	skill	Apocalypse	3	5														0
Ars Tor'Baalos	815	100		1					1		255	219	wae	blasphemous compendium		5	5000				invbbb				skilltab	21	2	2	gethit-skill	Decrepify	15	1	skill	Demonic Mastery	2	3	skill	Blood Boil	2	4	skill	Engorge	2	3	skill	Consume	2	3	ac%		120	150	hp/lvl	12			red-dmg%		5	10									ilvlx		8	8		0
Ars Dul'Mephistos	816	100		1					1		255	234	wac	occult tome		5	5000	cblu	cblu		invbbb				war		2	2	gethit-skill	Blizzard	15	28	cast1		20	30	balance1		30	30	dmg%		70	115	att%		50	70	ac%		140	170	pierce-mag		10	20	mag%		10	25														0
Measured Wrath	817	100		1					3		174	156	wa6	burnt text		3	5000				invbbb				war		1	1	gethit-skill	Ring of Fire	5	25	cast1		25	25	ac%		130	180	skill	Summon Tainted	1	3	skill	Ring of Fire	1	3	skill	Flame Wave	1	3	vit		10	20	heal-kill		3	5	res-all		20	30										0
Dreadfang	818	100		1					2		207	183	72h	legend sword		3	5000	blac	blac		inv2hsu				hit-skill	Amplify Damage	33	3	swing1		33	33	dmg%		133	166	manasteal		3	6	deadly		33	33	skill	Mirrored Blades	3	3	att%		33	33	ease		-33	-33													ilvlx		8	8		0
Wraithstep	819	100		1					2		219	201	utb	mirrored boots		3	5000	lgry	lgry						skilltab-war		1	1	move1		30	30	balance1		20	20	ac		40	60	dex		10	15	enr		10	15																					ilvlx		8	8		0
Bloodpact Shard	820	100		1					2		219	201	7di	mithril point		3	5000	dred	dred						allskills		1	1	cast1		30	30	hp%		10	15	skill	Blood Oath	2	3	skill	Blood Boil	2	3	skill	Bind Demon	1	3	mag%		20	35	slow		25	25													ilvlx		8	8		0
Sling	821	100		1					1		174	150	rin	Ring		3	5000			flprin					oskill	Townportal O Skill	1	1	cast1		10	10	pierce-mag		3	5	enr		10	15	slow		15	15	mag%		10	20																										0
Opalvein	822	100		1					1		174	150	rin	Ring		3	5000			flprin					att-skill	Flame Wave	2	15	magdam-rand		1	1	cast1		10	10	res-all		6	8	heal-kill		1	3	mana-kill		1	3																										0
Entropy Locket	823	100		1					1		180	162	amu	Amulet		3	5000								hit-skill	Miasma Chains	4	19	extra-mag		5	10	cast1		5	10	res-ltng		25	40	mana%		10	15	red-mag		8	12																										0
Gheed's Wager	824	100		1					1		237	213	utc	troll belt		3	5000	dgld	dgld						cast1		10	20	balance1		10	20	move1		10	20	ac%		90	150	pierce-mag		3	7	res-all		5	15	gold%		44	75																						0
Unique Warlock Helm	825	100		1					2		165	150	xsk	death mask		3	5000				invmsk				allskills		1	1	pierce-fire		5	8	pierce-mag		5	8	cast1		20	20	swing2		20	20	ac%		150	215	mana-kill		4	6																						0
Defender's Bile	826	100		1					1		335	230	cjw	jewel		3	5000				invgswe				Gethit-skill	68	1	25	extra-pois		5	10	dmg-pois	25	975	975	pierce-pois		5	10	addxp		3	5	mag%		15	35	gold%		25	50																						0
Guardian's Thunder	827	100		1					1		335	230	cjw	jewel		3	5000				invgswe				Gethit-skill	235	1	25	extra-ltng		5	10	dmg-ltng		1	75	pierce-ltng		5	10	addxp		3	5	mag%		15	35	gold%		25	50																						0
Protector's Frost	828	100		1					1		335	230	cjw	jewel		3	5000				invgswe				Gethit-skill	40	1	25	extra-cold		5	10	dmg-cold	125	10	30	pierce-cold		5	10	addxp		3	5	mag%		15	35	gold%		25	50																						0
Defender's Fire	829	100		1					1		335	230	cjw	jewel		3	5000				invgswe				Gethit-skill	46	1	25	extra-fire		5	10	dmg-fire		20	60	pierce-fire		5	10	addxp		3	5	mag%		15	35	gold%		25	50																						0
Protector's Stone	830	100		1					1		335	230	cjw	jewel		3	5000				invgswe				Gethit-skill	267	1	15	dmg%		30	50	dmg-norm		10	30	pierce-dmg		5	10	addxp		3	5	mag%		15	35	gold%		25	50																						0
Guardian's Light	831	100		1					1		335	230	cjw	jewel		3	5000				invgswe				Gethit-skill	Psychic Ward	1	25	extra-mag		5	10	dmg-mag		15	35	pierce-mag		5	10	addxp		3	5	mag%		15	35	gold%		25	50																						0
PreCrafted Cold Rupture	832	100		1					1		201	225	cm3	charm		3	5000	lblu	lblu						pierce-immunity-cold		1	15	randclassskill1		0	7	res-cold		-90	-70																																						0
Crafted Cold Rupture	833	100			1				1		201	225	cs2	charm	1004	3	5000	lblu	lblu						pierce-immunity-cold		15	30	randclassskill3		0	7	res-cold		-70	-70	Gelid-Affix1		1	1	Gelid-Affix2		1	1	Gelid-Affix3		1	1	Gelid-Affix4		1	1					Gelid-Affix6		1	1														0
PreCrafted Flame Rift	834	100		1					1		201	225	cm3	charm		3	5000	lred	lred						pierce-immunity-fire		1	15	randclassskill1		0	7	res-fire		-90	-70																																						0
PreCrafted Crack of the Heavens	835	100		1					1		201	225	cm3	charm		3	5000	lyel	lyel						pierce-immunity-light		1	15	randclassskill1		0	7	res-ltng		-90	-70																																						0
PreCrafted Rotting Fissure	836	100		1					1		201	225	cm3	charm		3	5000	lgrn	lgrn						pierce-immunity-poison		1	15	randclassskill1		0	7	res-pois		-90	-70																																						0
PreCrafted Bone Break	837	100		1					1		201	225	cm3	charm		3	5000	whit	whit						pierce-immunity-damage		1	15	randclassskill1		0	7	red-dmg%		-50	-50																																						0
PreCrafted Black Cleft	838	100		1					1		201	225	cm3	charm		3	5000	lgry	lgry						pierce-immunity-magic		1	15	randclassskill1		0	7	res-mag		-65	-45																																						0
Crafted Flame Rift	839	100			1				1		201	230	cs2	charm	1004	3	5000	lred	lred						pierce-immunity-fire		15	30	randclassskill3		0	7	res-fire		-70	-70	Incendiary-Affix1		1	1	Incendiary-Affix2		1	1	Incendiary-Affix3		1	1	Incendiary-Affix4		1	1					Incendiary-Affix6		1	1														0
Crafted Crack of the Heavens	840	100			1				1		201	230	cs2	charm	1004	3	5000	lyel	lyel						pierce-immunity-light		15	30	randclassskill3		0	7	res-ltng		-70	-70	Magnetic-Affix1		1	1	Magnetic-Affix2		1	1	Magnetic-Affix3		1	1	Magnetic-Affix4		1	1					Magnetic-Affix6		1	1														0
Crafted Rotting Fissure	841	100			1				1		201	230	cs2	charm	1004	3	5000	lgrn	lgrn						pierce-immunity-poison		15	30	randclassskill3		0	7	res-pois		-70	-70	Virulent-Affix1		1	1	Virulent-Affix2		1	1	Virulent-Affix3		1	1	Virulent-Affix4		1	1					Virulent-Affix6		1	1														0
Crafted Bone Break	842	100			1				1		201	230	cs2	charm	1004	3	5000	whit	whit						pierce-immunity-damage		15	30	randclassskill3		0	7	red-dmg%		-30	-30	Breaching-Affix1		1	1	Breaching-Affix2	extra-ltng	1	1	Breaching-Affix3		1	1	Breaching-Affix4		1	1					Breaching-Affix6		1	1														0
Crafted Black Cleft	843	100			1				1		201	230	cs2	charm	1004	3	5000	lgry	lgry						pierce-immunity-magic		15	30	randclassskill3		0	7	res-mag		-45	-45	Mystical-Affix1		1	1	Mystical-Affix2	extra-cold	1	1	Mystical-Affix3		1	1	Mystical-Affix4		1	1					Mystical-Affix6		1	1														0
Skill Facet W	844	100		1					1	1	255	250	cmw	charm	1126	3	5000			flpmss	item_ultr				splashradius		1	5	pierce-dmg		1	50	waru1		1	4	waru2		1	10																													ilvlx		22	22		0
Rainbow Facet	845	100		1					1	1	255	147	jew	jewel		3	5000								dmg-mag		15	40	pierce-mag		3	5	extra-mag		3	5	death-skill	Vengeful Spectre	100	47																																		0
Rainbow Facet	846	100		1					1	1	255	147	jew	jewel		3	5000								dmg-mag		15	40	pierce-mag		3	5	extra-mag		3	5	levelup-skill	Blessed Hammer	100	41																																		0
nickname 12	847	100		1	1				1	1	1	1	c8m	charm	1127	3	5000			flpgsr	invc8m	item_gem	12	item_gem	state	nick_II	1	1	oskill	436	40	40	oskill	563	40	40	oskill	440	40	40	oskill	565	40	40	oskill	451	40	40	oskill	452	40	40	oskill	561	40	40	oskill	562	40	40	oskill	705	40	40	oskill	715	40	40	ilvlx		20	20		0
Zephyrs Caress	848	100		1					1		320	245	ulg	Bramble Mitts		3	5000	blac		flplgl	invlgl				allskills		1	2	swing2		30	30	ac%		220	280	deadly		15	15	pierce-dmg		1	10	dex		30	75	dmg		20	20	dmg/lvl	3			hit-skill	245	3	50	sock		1	2					ilvlx		20	20		0
Horizonfall Symphony	849	100		1					1		320	245	ula	Scarab Husk		3	5000	blac		flphla	invhla				allskills		1	3	cast2		25	25	ac%		300	380	pierce-fire		1	10	pierce-cold		1	10	pierce-ltng		1	10	hp%		5	20	aura	123	6	10	sock		1	3									ilvlx		20	20		0
Sockweavers Delight	850	100		1					1		320	245	ulb	Wyrmhide Boots		3	5000	blac		flptbt	invtbt				allskills		1	2	move2		50	50	ac%		220	280	vit		25	50	hp/lvl	10			nofreeze		1	1	res-mag		10	20	abs-mag		15	15	aura	99	15	15	sock		1	2					ilvlx		20	20		0
Gelstradamus the Seer	851	100		1					1		320	245	uhc	Colossus Girdle		3	5000	blac		flptbl	invtbl				allskills		1	2	cast2		20	20	ac%		250	320	red-dmg%		5	12	red-mag		20	20	ac/lvl	3			pierce-mag		5	10	aura	120	10	10	sock		1	2									ilvlx		20	20		0
Admiral Yis Legacy	852	100		1					1		320	245	uhl	Giant Conch		3	5000	blac		flpfhl	invfhl				allskills		1	3	swing2		25	25	ac%		150	190	crush		10	10	openwounds		25	25	str		30	75	red-dmg%		5	10	att-skill	138	1	50	aura	98	15	15	sock		1	2					ilvlx		20	20		0
Survivors Last Stand	853	100		1					1		320	245	urg	Hyperion		3	5000	blac		flplrg	invlrgu				allskills		1	2	ac%		320	400	block		25	25	red-dmg%		5	20	res-all		25	50	vit		50	50	hp/lvl	6			res-all-max		1	10	gethit-skill	235	3	50	sock		1	3					ilvlx		20	20		0
Glorious Indeed	854	100		1					1		320	245	wad	Occult Codex		3	5000	blac		flpbbb	invbbb				allskills		1	2	war		1	3	cast2		30	30	extra-fire		10	20	extra-mag		10	20	mana%		15	15	ac%		250	300	mana/lvl	10			hit-skill	84	5	40	sock		1	3					ilvlx		20	20		0
Wayward Drifter	855	100		1					1		128	128	ulg	Bramble Mitts		3	5000	lred	lred						allskills		0	1	swing2		20	20	ac%		120	120	dex		25	25	dmg		10	10	hit-skill	245	2	25																					ilvlx		20	20		0
Lamentation's Tune	856	100		1					1		144	144	ula	Scarab Husk		3	5000	lred	lred						allskills		0	1	cast2		15	15	ac%		180	180	hp%		1	10	res-all		15	15																									ilvlx		20	20		0
Scent of Toes	857	100		1					1		159	159	ulb	Wyrmhide Boots		3	5000	lred	lred						allskills		0	1	move2		35	35	ac%		120	120	vit		20	20	res-mag		1	10	gethit-skill	55	2	25																					ilvlx		20	20		0
Doomed Prophecy	858	100		1					1		162	162	uhc	Colossus Girdle		3	5000	lred	lred						allskills		0	1	ac%		150	150	red-dmg%		1	8	res-all		15	15																													ilvlx		20	20		0
Fallen Technique	859	100		1					1		153	153	uhl	Giant Conch		3	5000	lred	lred						allskills		0	1	swing2		15	15	ac%		180	180	str		15	15	att		150	200																									ilvlx		20	20		0
