Treasure Class	group	level	Picks	Unique	Set	Rare	Magic	NoDrop	Item1	Prob1	Item2	Prob2	Item3	Prob3	Item4	Prob4	Item5	Prob5	Item6	Prob6	Item7	Prob7	Item8	Prob8	Item9	Prob9	Item10	Prob10	*ItemProbSum	*ItemProbTotal	*TreasureClassDropChance	ConditionCalc	firstLadderSeason	lastLadderSeason	noAlwaysSpawn	QuestFlag	QuestFlagEx	*eol
Anodized Elite P			1					0	Act 5 (H) Super C	7	Sunder Charms	2	card p55	1																								0
Vinvear Molech P			1					0	Act 5 (H) Super A	7	Sunder Charms	2	card p56	1																								0
Sharp Tooth Sayer P			1					0	Act 5 (H) Super B	7	Sunder Charms	2	card p57	1																								0
Magma Torquer P			1					0	Act 5 (H) Super C	7	Sunder Charms	2	card p58	1																								0
Blaze Ripper P			1					0	Act 5 (H) Super C	7	Sunder Charms	2	card p59	1																								0
Frozenstein P			1					0	Act 5 (H) Super C	7	Sunder Charms	2	card p60	1																								0
ancientbarb11 P			1					99	randombox	30	balldoll 10	10	dg0	6	frf	3	bt6	2	ag1	2	ag2	2	sbk	1	card p44	1	snf	1										0
ancientbarb21 P			1					99	randombox	30	balldoll 10	10	dg0	6	frf	3	bt6	2	ag1	2	ag2	2	sbk	1	card p45	1	snf	1										0
ancientbarb31 P			1					99	randombox	30	balldoll 10	10	dg0	6	frf	3	bt6	2	ag1	2	ag2	2	sbk	1	card p46	1	snf	1										0
Tyrael P			1					0	Act 5 (H) Super C	7	Sunder Charms	2	card p69	1																								0
Malachai P			1					0	Act 5 (H) Super C	7	Sunder Charms	2	card p70	1																								0
Bishibosh PS			1					0	Act 1 (H) Super A	20	card p01	1																										0
Bonebreak PS			1					0	Act 1 (H) Super A	20	card p02	1																										0
Coldcrow PS			1					0	Act 1 (H) Super A	20	card p03	1																										0
Rakanishu PS			1					0	Act 1 (H) Super B	20	card p04	1																										0
Treehead WoodFist PS			1					0	Act 1 (H) Super B	20	card p05	1																										0
Pitspawn Fouldog PS			1					0	Act 1 (H) Super B	20	card p08	1																										0
Flamespike the Crawler PS			1					0	Act 1 (H) Unique C	20	card p09	1																										0
Boneash PS			1					0	Act 1 (H) Super C	20	card p10	1																										0
Bloodwitch the Wild PS			1					0	Act 2 (H) Super A	20	card p12	1																										0
Fangskin PS			1					0	Act 2 (H) Super B	20	card p13	1																										0
Beetleburst PS			1					0	Act 2 (H) Super B	20	card p14	1																										0
Leatherarm PS			1					0	Act 2 (H) Super A	20	card p15	1																										0
Coldworm the Burrower PS			1					0	Act 2 (H) Super B	20	card p16	1																										0
Fire Eye PS			1					0	Act 2 (H) Super B	20	card p17	1																										0
Dark Elder PS			1					0	Act 2 (H) Super B	20	card p18	1																										0
Ancient Kaa the Soulless PS			1					0	Act 2 (H) Super C	20	card p20	1																										0
Web Mage the Burning PS			1					0	Act 3 (H) Super A	20	card p22	1																										0
Witch Doctor Endugu PS			1					0	Act 3 (H) Super B	20	card p23	1																										0
Stormtree PS			1					0	Act 3 (H) Super B	20	card p24	1																										0
Sarina the Battlemaid PS			1					0	Act 3 (H) Super B	20	card p25	1																										0
Icehawk Riftwing PS			1					0	Act 3 (H) Super A	20	card p26	1																										0
Ismail Vilehand PS			1					0	Council (H)	20	card p27	1																										0
Geleb Flamefinger PS			1					0	Council (H)	20	card p28	1																										0
Bremm Sparkfist PS			1					0	Council (H)	20	card p29	1																										0
Toorc Icefist PS			1					0	Council (H)	20	card p30	1																										0
Wyand Voidfinger PS			1					0	Council (H)	20	card p31	1																										0
Maffer Dragonhand PS			1					0	Council (H)	20	card p32	1																										0
Winged Death PS			1					0	Act 4 (H) Super A	20	card p33	1																										0
The Tormentor PS			1					0	Act 4 (H) Super A	20	card p34	1																										0
Taintbreeder PS			1					0	Act 4 (H) Super A	20	card p35	1																										0
Riftwraith the Cannibal PS			1					0	Act 4 (H) Super A	20	card p36	1																										0
Infector of Souls PS			1					0	Act 4 (H) Super B	20	card p37	1																										0
Lord De Seis PS			1					0	Act 4 (H) Super C	20	card p38	1																										0
Grand Vizier of Chaos PS			1					0	Act 4 (H) Super B	20	card p39	1																										0
Corpsefire PS			1					0	Act 1 (H) Super A	20	card p41	1																										0
Siege Boss PS			1					0	Act 5 (H) Super A	20	card p43	1																										0
Axe Dweller PS			1					0	Act 5 (H) Super C	20	card p47	1																										0
Bonesaw Breaker PS			1					0	Act 5 (H) Super A	20	card p48	1																										0
Dac Farren PS			1					0	Act 5 (H) Super B	20	card p49	1																										0
Megaflow Rectifier PS			1					0	Act 5 (H) Super A	20	card p50	1																										0
Eyeback Unleashed PS			1					0	Act 5 (H) Super A	20	card p51	1																										0
Threash Socket PS			1					0	Act 5 (H) Super Cx	20	card p52	1																										0
Pindleskin PS			1					0	Act 5 (H) Super Cx	20	card p53	1																										0
Snapchip Shatter PS			1					0	Act 5 (H) Super C	20	card p54	1																										0
Anodized Elite PS			1					0	Act 5 (H) Super C	20	card p55	1																										0
Vinvear Molech PS			1					0	Act 5 (H) Super A	20	card p56	1																										0
Sharp Tooth Sayer PS			1					0	Act 5 (H) Super B	20	card p57	1																										0
Magma Torquer PS			1					0	Act 5 (H) Super C	20	card p58	1																										0
Blaze Ripper PS			1					0	Act 5 (H) Super C	20	card p59	1																										0
Frozenstein PS			1					0	Act 5 (H) Super C	20	card p60	1																										0
ancientbarb11 PS			1					99	randombox	30	balldoll 10	10	dg0	6	frf	3	bt6	2	ag1	2	ag2	2	sbk	1	card p44	1												0
ancientbarb21 PS			1					99	randombox	30	balldoll 10	10	dg0	6	frf	3	bt6	2	ag1	2	ag2	2	sbk	1	card p45	1												0
ancientbarb31 PS			1					99	randombox	30	balldoll 10	10	dg0	6	frf	3	bt6	2	ag1	2	ag2	2	sbk	1	card p46	1												0
Bishibosh PC			1					9	card p01	1																												0
Bonebreak PC			1					9	card p02	1																												0
Coldcrow PC			1					9	card p03	1																												0
Rakanishu PC			1					9	card p04	1																												0
Treehead WoodFist PC			1					9	card p05	1																												0
Pitspawn Fouldog PC			1					9	card p08	1																												0
Flamespike the Crawler PC			1					9	card p09	1																												0
Boneash PC			1					9	card p10	1																												0
Bloodwitch the Wild PC			1					9	card p12	1																												0
Fangskin PC			1					9	card p13	1																												0
Beetleburst PC			1					9	card p14	1																												0
Leatherarm PC			1					9	card p15	1																												0
Coldworm the Burrower PC			1					9	card p16	1																												0
Fire Eye PC			1					9	card p17	1																												0
Dark Elder PC			1					9	card p18	1																												0
Summoner PC			1					9	card p19	1																												0
Ancient Kaa the Soulless PC			1					9	card p20	1																												0
Web Mage the Burning PC			1					9	card p22	1																												0
Witch Doctor Endugu PC			1					9	card p23	1																												0
Stormtree PC			1					9	card p24	1																												0
Sarina the Battlemaid PC			1					9	card p25	1																												0
Icehawk Riftwing PC			1					9	card p26	1																												0
Ismail Vilehand PC			1					9	card p27	1																												0
Geleb Flamefinger PC			1					9	card p28	1																												0
Bremm Sparkfist PC			1					9	card p29	1																												0
Toorc Icefist PC			1					9	card p30	1																												0
Wyand Voidfinger PC			1					9	card p31	1																												0
Maffer Dragonhand PC			1					9	card p32	1																												0
Winged Death PC			1					9	card p33	1																												0
The Tormentor PC			1					9	card p34	1																												0
Taintbreeder PC			1					9	card p35	1																												0
Riftwraith the Cannibal PC			1					9	card p36	1																												0
Infector of Souls PC			1					9	card p37	1																												0
Lord De Seis PC			1					9	card p38	1																												0
Grand Vizier of Chaos PC			1					9	card p39	1																												0
Corpsefire PC			1					9	card p41	1																												0
The Feature Creep PC			1					9	card p42	1																												0
Siege Boss PC			1					9	card p43	1																												0
Axe Dweller PC			1					9	card p47	1																												0
Bonesaw Breaker PC			1					9	card p48	1																												0
Dac Farren PC			1					9	card p49	1																												0
Megaflow Rectifier PC			1					9	card p50	1																												0
Eyeback Unleashed PC			1					9	card p51	1																												0
Threash Socket PC			1					9	card p52	1																												0
Pindleskin PC			1					9	card p53	1																												0
Snapchip Shatter PC			1					9	card p54	1																												0
Anodized Elite PC			1					9	card p55	1																												0
Vinvear Molech PC			1					9	card p56	1																												0
Sharp Tooth Sayer PC			1					9	card p57	1																												0
Magma Torquer PC			1					9	card p58	1																												0
Blaze Ripper PC			1					9	card p59	1																												0
Frozenstein PC			1					9	card p60	1																												0
ancientbarb11 PC			1					9	card p44	1																												0
ancientbarb21 PC			1					9	card p45	1																												0
ancientbarb31 PC			1					9	card p46	1																												0
Blood Raven PC			1					9	card p71	1																												0
Smith PC			1					9	card p21	1																												0
Griswold PC			1					9	card p06	1																												0
Countess PC			1					9	card p07	1																												0
Andariel PC			1					9	card p63	1	convic gem Group	1																										0
Duriel PC			1					9	card p64	1	convic gem Group	1																										0
Radament PC			1					9	card p11	1																												0
Mephisto PC			1					9	card p65	1	convic gem Group	1																										0
Izual PC			1					9	card p68	1																												0
Haphesto PC			1					9	card p42	1																												0
Diablo PC			1					9	card p66	1	convic gem Group	1																										0
Nihlathak PC			1					9	card p61	1																												0
baalminion1 PC			1					9	card p62	1																												0
Baal PC			1					9	card p67	1	convic gem Group	1																										0
eventgift			1					999	LostBoss B	80	randombox	10	balldoll 10	6	dg0	2	ag1	1	ag2	1	frf	2	Runes 26	1	convic gem Group	1												0
Torch diablo			1	1024				0	dhn	1																												0
Summon Pet1			1						Summon Pet 1	1	Summon Pet 11	1	Summon Pet 21	1	Summon Pet 31	1	Summon Pet 41	1	Summon Pet 51	1	Summon Pet 61	1	Summon Pet 71	1														0
Summon Pet2			1						Summon Pet 2	1	Summon Pet 12	1	Summon Pet 22	1	Summon Pet 32	1	Summon Pet 42	1	Summon Pet 52	1	Summon Pet 62	1																0
Summon Pet3			1						Summon Pet 3	1	Summon Pet 13	1	Summon Pet 23	1	Summon Pet 33	1	Summon Pet 43	1	Summon Pet 53	1	Summon Pet 63	1																0
Summon Pet4			1						Summon Pet 4	1	Summon Pet 14	1	Summon Pet 24	1	Summon Pet 34	1	Summon Pet 44	1	Summon Pet 54	1	Summon Pet 64	1																0
Summon Pet5			1						Summon Pet 5	1	Summon Pet 15	1	Summon Pet 25	1	Summon Pet 35	1	Summon Pet 45	1	Summon Pet 55	1	Summon Pet 65	1																0
Summon Pet6			1						Summon Pet 6	1	Summon Pet 16	1	Summon Pet 26	1	Summon Pet 36	1	Summon Pet 46	1	Summon Pet 56	1	Summon Pet 66	1																0
Summon Pet7			1						Summon Pet 7	1	Summon Pet 17	1	Summon Pet 27	1	Summon Pet 37	1	Summon Pet 47	1	Summon Pet 57	1	Summon Pet 67	1																0
Summon Pet8			1						Summon Pet 8	1	Summon Pet 18	1	Summon Pet 28	1	Summon Pet 38	1	Summon Pet 48	1	Summon Pet 58	1	Summon Pet 68	1																0
Summon Pet9			1						Summon Pet 9	1	Summon Pet 19	1	Summon Pet 29	1	Summon Pet 39	1	Summon Pet 49	1	Summon Pet 59	1	Summon Pet 69	1																0
Summon Pet10			1						Summon Pet 10	1	Summon Pet 20	1	Summon Pet 30	1	Summon Pet 40	1	Summon Pet 50	1	Summon Pet 60	1	Summon Pet 70	1																0
Summon Pet			1					40	Summon Pet1	1	Summon Pet2	1	Summon Pet3	1	Summon Pet4	1	Summon Pet5	1	Summon Pet6	1	Summon Pet7	1	Summon Pet8	1	Summon Pet9	1	Summon Pet10	1										0
goldfallenA			1					30	"gld,mul=148"	20	legendgift	4	buff Potion A	3	Sunder Charms4	2																						0
goldfallenSC			3					30	"gld,mul=148"	20	legendgift	4	buff Potion A	3	Sunder Charms4	2	tr4	1																				0
goldfallenB			5					10	"gld,mul=148"	10	legendgift	4	buff Potion A	3	Sunder Charms4	2	Summon Pet	1																				0
Big 1 Unique A	15	0	-3	933	1010	800	800	2	Act 1 Uitem A	2	Act 1 Cpot A	4	balldoll 10	1																								0
Big 1 Unique B	15	15	-3	933	1010	800	800	2	Act 1 Uitem B	2	Act 1 Cpot B	4	balldoll 10	1																								0
Big 1 Unique C	15	27	-3	933	1010	800	800	2	Act 1 Uitem C	2	Act 1 Cpot C	4	balldoll 10	1																								0
Big 2 Unique A	15	36	-3	933	1010	800	800	2	Act 2 Uitem A	2	Act 2 Cpot A	4	balldoll 10	1																								0
Big 2 Unique B	15	45	-3	933	1010	800	800	2	Act 2 Uitem B	2	Act 2 Cpot B	4	balldoll 10	1																								0
Big 2 Unique C	15	54	-3	933	1010	800	800	2	Act 2 Uitem C	2	Act 2 Cpot C	4	balldoll 10	1																								0
Big 3 Unique A	15	60	-3	933	1010	800	800	2	Act 3 Uitem A	2	Act 3 Cpot A	4	balldoll 10	1																								0
Big 3 Unique B	15	66	-3	933	1010	800	800	2	Act 3 Uitem B	2	Act 3 Cpot B	4	balldoll 10	1																								0
Big 3 Unique C	15	72	-3	933	1010	800	800	2	Act 3 Uitem C	2	Act 3 Cpot C	4	balldoll 10	1																								0
Big 4 Unique A	15	78	-3	933	1010	800	800	2	Act 4 Uitem A	2	Act 4 Cpot A	4	balldoll 10	1																								0
Big 4 Unique B	15	87	-3	933	1010	800	800	2	Act 4 Uitem B	2	Act 4 Cpot B	4	balldoll 10	1																								0
Big 5 Unique A	15	96	-3	933	1010	800	800	2	Act 5 Uitem A	2	Act 5 Cpot A	4	balldoll 10	1																								0
Big 5 Unique B	15	102	-3	933	1010	800	800	2	Act 5 Uitem B	2	Act 5 Cpot B	4	balldoll 10	1																								0
Big 5 Unique C	15	108	-3	933	1010	800	800	2	Act 5 Uitem C	2	Act 5 Cpot C	4	balldoll 10	1																								0
Big 1 (N) Unique A	15	114	-3	933	1010	800	800	2	Act 1 (N) Uitem A	2	Act 1 (N) Cpot A	4	balldoll 10	1																								0
Big 1 (N) Unique B	15	120	-3	933	1010	800	800	2	Act 1 (N) Uitem B	2	Act 1 (N) Cpot B	4	balldoll 10	1																								0
Big 1 (N) Unique C	15	123	-3	933	1010	800	800	2	Act 1 (N) Uitem C	2	Act 1 (N) Cpot C	4	balldoll 10	1																								0
Big 2 (N) Unique A	15	126	-3	933	1010	800	800	2	Act 2 (N) Uitem A	2	Act 2 (N) Cpot A	4	balldoll 10	1																								0
Big 2 (N) Unique B	15	132	-3	933	1010	800	800	2	Act 2 (N) Uitem B	2	Act 2 (N) Cpot B	4	balldoll 10	1																								0
Big 2 (N) Unique C	15	135	-3	933	1010	800	800	2	Act 2 (N) Uitem C	2	Act 2 (N) Cpot C	4	balldoll 10	1																								0
Big 3 (N) Unique A	15	138	-3	933	1010	800	800	2	Act 3 (N) Uitem A	2	Act 3 (N) Cpot A	4	balldoll 10	1																								0
Big 3 (N) Unique B	15	144	-3	933	1010	800	800	2	Act 3 (N) Uitem B	2	Act 3 (N) Cpot B	4	balldoll 10	1																								0
Big 3 (N) Unique C	15	150	-3	933	1010	800	800	2	Act 3 (N) Uitem C	2	Act 3 (N) Cpot C	4	balldoll 10	1																								0
Big 4 (N) Unique A	15	153	-3	933	1010	800	800	2	Act 4 (N) Uitem A	2	Act 4 (N) Cpot A	4	balldoll 10	1																								0
Big 4 (N) Unique B	15	162	-3	933	1010	800	800	2	Act 4 (N) Uitem B	2	Act 4 (N) Cpot B	4	balldoll 10	1																								0
Big 5 (N) Unique A	15	171	-3	933	1010	800	800	2	Act 5 (N) Uitem A	2	Act 5 (N) Cpot A	4	balldoll 10	1																								0
Big 5 (N) Unique B	15	180	-3	933	1010	800	800	2	Act 5 (N) Uitem B	2	Act 5 (N) Cpot B	4	balldoll 10	1																								0
Big 5 (N) Unique C	15	186	-3	933	1010	800	800	2	Act 5 (N) Uitem C	2	Act 5 (N) Cpot C	4	balldoll 10	1																								0
Big 1 (H) Unique A	15	189	-3	933	1010	800	800	2	Act 1 (H) Uitem A	2	Act 1 (H) Cpot A	4	balldoll 10	1																								0
Big 1 (H) Unique B	15	198	-3	933	1010	800	800	2	Act 1 (H) Uitem B	2	Act 1 (H) Cpot B	4	balldoll 10	1																								0
Big 1 (H) Unique C	15	204	-3	933	1010	800	800	2	Act 1 (H) Uitem C	2	Act 1 (H) Cpot C	4	balldoll 10	1																								0
Big 2 (H) Unique A	15	207	-3	933	1010	800	800	2	Act 2 (H) Uitem A	2	Act 2 (H) Cpot A	4	balldoll 10	1																								0
Big 2 (H) Unique B	15	213	-3	933	1010	800	800	2	Act 2 (H) Uitem B	2	Act 2 (H) Cpot B	4	balldoll 10	1																								0
Big 2 (H) Unique C	15	216	-3	933	1010	800	800	2	Act 2 (H) Uitem C	2	Act 2 (H) Cpot C	4	balldoll 10	1																								0
Big 3 (H) Unique A	15	222	-3	933	1010	800	800	2	Act 3 (H) Uitem A	2	Act 3 (H) Cpot A	4	balldoll 10	1																								0
Big 3 (H) Unique B	15	225	-3	933	1010	800	800	2	Act 3 (H) Uitem B	2	Act 3 (H) Cpot B	4	balldoll 10	1																								0
Big 3 (H) Unique C	15	231	-3	933	1010	800	800	2	Act 3 (H) Uitem C	2	Act 3 (H) Cpot C	4	balldoll 10	1																								0
Big 4 (H) Unique A	15	234	-3	933	1010	800	800	2	Act 4 (H) Uitem A	2	Act 4 (H) Cpot A	4	balldoll 10	1																								0
Big 4 (H) Unique B	15	240	-3	933	1010	800	800	2	Act 4 (H) Uitem B	2	Act 4 (H) Cpot B	4	balldoll 10	1																								0
Big 5 (H) Unique A	15	243	-3	933	1010	800	800	2	Act 5 (H) Uitem A	2	Act 5 (H) Cpot A	4	balldoll 10	1																								0
Big 5 (H) Unique B	15	249	-3	933	1010	800	800	2	Act 5 (H) Uitem B	2	Act 5 (H) Cpot B	4	balldoll 10	1																								0
Big 5 (H) Unique C	15	255	-3	933	1010	800	800	2	Act 5 (H) Uitem C	2	Act 5 (H) Cpot C	4	balldoll 10	1																								0
Dsummoner (H)			5	900	900	972	1024	19	Act 2 (H) Equip C	18	Act 3 (H) Junk	6	Act 2 (H) Good	4	Act 3 (H) Magic A	5																						0
Dsummoner Item (H) Desecrated A			5	900	900	972	1024	19	Act 4 (H) Equip A	18	Act 5 (H) Junk	6	Act 4 (H) Good	4	Act 5 (H) Magic A	5																						0
Dsummoner Item (H) Desecrated B			5	900	900	972	1024	19	Act 4 (H) Equip B	18	Act 5 (H) Junk	6	Act 4 (H) Good	4	Act 5 (H) Magic B	5																						0
Dsummoner Item (H) Desecrated C			5	900	900	972	1024	19	Act 4 (H) Equip C	18	Act 5 (H) Junk	6	Act 4 (H) Good	4	Act 5 (H) Magic A	5																						0
Dsummoner Item (H) Desecrated D			5	900	900	972	1024	19	Act 5 (H) Equip A	18	Act 5 (H) Junk	6	Act 5 (H) Good	4	Act 5 (H) Magic C	5																						0
Dsummoner Item (H) Desecrated E			5	900	900	972	1024	19	Act 5 (H) Equip B	18	Act 5 (H) Junk	6	Act 5 (H) Good	4	Act 5 (H) Magic C	5																						0
Dsummoner Item (H) Desecrated F			5	900	900	972	1024	19	Act 5 (H) Equip C	18	Act 5 (H) Junk	6	Act 5 (H) Good	4	Act 5 (H) Magic C	5																						0
Dsummoner (H) Desecrated A	24	204	-3					0	Sunder Charms	1	Dsummoner Item (H) Desecrated A	1																										0
Dsummoner (H) Desecrated B	24	213	-3					0	Sunder Charms	1	Dsummoner Item (H) Desecrated B	1																										0
